"SampleName","SampleType","Position","MethodName","MethodPath","SamplePath","DataName","Type","Dilution","Volume","Size","QuantWeight","TotalWeight","Date","Q.P.Etizolam","PA","Q.P.IS","I.S.PA","File","ratio","ValuesPositive","CorrectedConcentration","ConcentrationMg","SampleTotal","EtizolamPercentage","TotalEtizolam"
"25 ug/mL Etizolam","Cal",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914002,"Cal",NA,NA,NA,NA,NA,"210091",NA,433340.3996,NA,3028031.017,"2100914002.csv",0.14310963,28.82915107,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",13,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914003,"Cal",NA,NA,NA,NA,NA,"210091",NA,1539855.129,NA,3042319.839,"2100914003.csv",0.506145051,47.49992321,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",14,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914004,"Cal",NA,NA,NA,NA,NA,"210091",NA,3305244.06,NA,3275949.209,"2100914004.csv",1.008942401,72.59179669,NA,NA,NA,NA,NA
"100 ug/mL Etizolam","Cal",15,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914005,"Cal",NA,NA,NA,NA,NA,"210091",NA,5173432.516,NA,3382746.418,"2100914005.csv",1.529358656,97.70843439,NA,NA,NA,NA,NA
"150ug/mL Etizolam","Cal",16,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914006,"Cal",NA,NA,NA,NA,NA,"210091",NA,10427938.12,NA,3796500.959,"2100914006.csv",2.746723427,153.5032777,NA,NA,NA,NA,NA
"200ug/mL Etizolam","Cal",17,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914007,"Cal",NA,NA,NA,NA,NA,"210091",NA,13993320.12,NA,3632236.804,"2100914007.csv",3.852535194,201.1209567,NA,NA,NA,NA,NA
"250ug/mL Etizolam","Cal",18,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914008,"Cal",NA,NA,NA,NA,NA,"210091",NA,19115698.4,NA,3808246.609,"2100914008.csv",5.019553712,248.7240302,NA,NA,NA,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914009,"Blank",NA,NA,NA,NA,NA,"210091",NA,17809.26762,NA,4510959.729,"2100914009.csv",0.003948,21.53998393,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",19,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914010,"Sample",NA,NA,NA,NA,NA,"210091",NA,1385185.406,NA,4010963.899,"2100914010.csv",0.345349757,39.29025511,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",20,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100914011,"Sample",NA,NA,NA,NA,NA,"210091",NA,7871240.776,NA,3393305.641,"2100914011.csv",2.31963802,134.3654672,NA,NA,NA,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914052,"Blank",NA,NA,NA,NA,NA,"210914",NA,28388.22541,NA,4626100.782,"210914052.csv",0.006136534,21.65520537,NA,NA,NA,NA,NA
"FL21/0127 Undiluted","Paper",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914053,"Sample",1,2.5,10,NA,NA,"210914",NA,22048967.44,NA,4565474.64,"210914053.csv",4.829501679,241.1398432,241.1398432,0.241139843,0.602849608,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914054,"Blank",NA,NA,NA,NA,NA,"210914",NA,51846.16282,NA,4728240.97,"210914054.csv",0.010965212,21.90935731,NA,NA,NA,NA,NA
"FL21/0216 Undiluted","Card",13,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914055,"Sample",1,2.5,10,NA,NA,"210914",NA,9458988.851,NA,4289823.55,"210914055.csv",2.204983198,129.150484,129.150484,0.129150484,0.32287621,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914056,"Blank",NA,NA,NA,NA,NA,"210914",NA,43076.31528,NA,4847713.59,"210914056.csv",0.008885904,21.79992661,NA,NA,NA,NA,NA
"FL21/0097 Undiluted","Paper",14,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914057,"Sample",1,2.5,10,NA,NA,"210914",NA,129521.2036,NA,4323871.091,"210914057.csv",0.029954918,22.90796482,22.90796482,0.022907965,0.057269912,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914058,"Blank",NA,NA,NA,NA,NA,"210914",NA,35918.5991,NA,4463336.47,"210914058.csv",0.008047477,21.75579672,NA,NA,NA,NA,NA
"FL21/0217 Undiluted","Card",15,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914059,"Sample",1,2.5,10,NA,NA,"210914",NA,7204574.014,NA,4192593.969,"210914059.csv",1.718404899,106.6332068,106.6332068,0.106633207,0.266583017,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914060,"Blank",NA,NA,NA,NA,NA,"210914",NA,28401.45299,NA,4448888.774,"210914060.csv",0.006383943,21.6682297,NA,NA,NA,NA,NA
"FL21/0134 Undiluted","Blotter",16,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914061,"Sample",1,2.5,8,NA,NA,"210914",NA,10044976.93,NA,4299567.237,"210914061.csv",2.336276276,135.1194655,135.1194655,0.135119466,0.337798664,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914062,"Blank",NA,NA,NA,NA,NA,"210914",NA,44074.96883,NA,4617092.291,"210914062.csv",0.009546045,21.83467064,NA,NA,NA,NA,NA
"FL21/0186 Undiluted","Blotter",17,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914063,"Sample",1,2.5,6,NA,NA,"210914",NA,5613606.201,NA,4268463.282,"210914063.csv",1.315135174,87.46927821,87.46927821,0.087469278,0.218673196,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914064,"Blank",NA,NA,NA,NA,NA,"210914",NA,40791.53968,NA,4494410.503,"210914064.csv",0.00907606,21.80993496,NA,NA,NA,NA,NA
"FL21/0214 Undiluted","Card",18,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914065,"Sample",1,2.5,10,NA,NA,"210914",NA,12169938.59,NA,4260225.4,"210914065.csv",2.856641949,158.3578897,158.3578897,0.15835789,0.395894724,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914066,"Blank",NA,NA,NA,NA,NA,"210914",NA,31199.09518,NA,4514947.661,"210914066.csv",0.006910179,21.69593148,NA,NA,NA,NA,NA
"FL21/0290","Paper",21,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914067,"Sample",1,2.5,10,NA,NA,"210914",NA,10957690.01,NA,3736087.623,"210914067.csv",2.932931749,161.7107684,161.7107684,0.161710768,0.404276921,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914068,"Blank",NA,NA,NA,NA,NA,"210914",NA,30637.95415,NA,4189803.979,"210914068.csv",0.007312503,21.71710965,NA,NA,NA,NA,NA
"FL21/0258","Card",22,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914069,"Sample",1,2.5,10,NA,NA,"210914",NA,13911326.95,NA,3851472.635,"210914069.csv",3.611950096,190.9832095,190.9832095,0.19098321,0.477458024,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914070,"Blank",NA,NA,NA,NA,NA,"210914",NA,38165.34576,NA,4514742.661,"210914070.csv",0.008453493,21.77716738,NA,NA,NA,NA,NA
"FL21/0259","Card",23,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914071,"Sample",1,2.5,10,NA,NA,"210914",NA,2644976.339,NA,3949290.595,"210914071.csv",0.669734545,55.75797881,55.75797881,0.055757979,0.139394947,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914072,"Blank",NA,NA,NA,NA,NA,"210914",NA,43954.82832,NA,4464344.312,"210914072.csv",0.009845752,21.85044406,NA,NA,NA,NA,NA
"FL21/0282","Blotter",24,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914073,"Sample",10,2.5,6,NA,NA,"210914",NA,1102951.302,NA,4273547.296,"210914073.csv",0.258088006,34.79537511,347.9537511,0.347953751,0.869884378,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914074,"Blank",NA,NA,NA,NA,NA,"210914",NA,33029.95215,NA,4316607.165,"210914074.csv",0.007651832,21.73497128,NA,NA,NA,NA,NA
"FL21/0291","Blotter",25,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914075,"Sample",10,2.5,6,NA,NA,"210914",NA,140188.2587,NA,3991092.676,"210914075.csv",0.035125283,23.17961128,231.7961128,0.231796113,0.579490282,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914076,"Blank",NA,NA,NA,NA,NA,"210914",NA,32119.82617,NA,4031768.306,"210914076.csv",0.007966685,21.75154411,NA,NA,NA,NA,NA
"FL21/0294","Card",26,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914077,"Sample",1,2.5,10,NA,NA,"210914",NA,6340243.666,NA,2986394.746,"210914077.csv",2.123042733,125.4027428,125.4027428,0.125402743,0.313506857,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914078,"Blank",NA,NA,NA,NA,NA,"210914",NA,42492.22718,NA,4131964.297,"210914078.csv",0.010283784,21.87349672,NA,NA,NA,NA,NA
"FL21/0303","Card",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914079,"Sample",1,2.5,10,NA,NA,"210914",NA,12948311.29,NA,3636651.809,"210914079.csv",3.560503443,188.7999659,188.7999659,0.188799966,0.471999915,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914080,"Blank",NA,NA,NA,NA,NA,"210914",NA,39529.43815,NA,4517855.082,"210914080.csv",0.008749603,21.79275273,NA,NA,NA,NA,NA
"FL21/0283","Blotter",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914081,"Sample",10,2.5,6,NA,NA,"210914",NA,805033.3495,NA,3583970.247,"210914081.csv",0.224620545,33.0639157,330.639157,0.330639157,0.826597892,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914082,"Blank",NA,NA,NA,NA,NA,"210914",NA,27249.56277,NA,4087873.753,"210914082.csv",0.00666595,21.68307508,NA,NA,NA,NA,NA
"FL21/0314","Blotter",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914083,"Sample",10,2.5,6,NA,NA,"210914",NA,617613.6237,NA,3826494.078,"210914083.csv",0.161404568,29.78183997,297.8183997,0.2978184,0.744545999,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914084,"Blank",NA,NA,NA,NA,NA,"210914",NA,25883.23065,NA,4166881.604,"210914084.csv",0.006211655,21.65915997,NA,NA,NA,NA,NA
"FL21/0234","Blotter",30,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914085,"Sample",10,2.5,8,NA,NA,"210914",NA,8472.129741,NA,996.7179153,"210914085.csv",8.500027551,378.0250768,3780.250768,3.780250768,9.45062692,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914086,"Blank",NA,NA,NA,NA,NA,"210914",NA,23227.42792,NA,3702471.115,"210914086.csv",0.006273493,21.66241533,NA,NA,NA,NA,NA
"FL21/0221","Card",31,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",210914087,"Sample",1,2.5,10,NA,NA,"210914",NA,2014403.292,NA,2913065.262,"210914087.csv",0.691506407,56.85003144,56.85003144,0.056850031,0.142125079,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913001,"Blank",NA,NA,NA,NA,NA,"210091",NA,98191.8314,NA,4660696.284,"2100913001.csv",0.021068061,14.14932236,NA,NA,NA,NA,NA
"25 ug/mL Etizolam","Cal",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913002,"Cal",NA,NA,NA,NA,NA,"210091",NA,633687.3049,NA,3342713.12,"2100913002.csv",0.189572746,25.19760576,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",13,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913003,"Cal",NA,NA,NA,NA,NA,"210091",NA,1874182.638,NA,3348608.287,"2100913003.csv",0.55969002,47.89024402,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",14,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913004,"Cal",NA,NA,NA,NA,NA,"210091",NA,3657204.549,NA,3477537.513,"2100913004.csv",1.051665017,75.3984439,NA,NA,NA,NA,NA
"100 ug/mL Etizolam","Cal",15,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913005,"Cal",NA,NA,NA,NA,NA,"210091",NA,5611560.27,NA,3591914.851,"2100913005.csv",1.562275417,101.4951391,NA,NA,NA,NA,NA
"150ug/mL Etizolam","Cal",16,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913006,"Cal",NA,NA,NA,NA,NA,"210091",NA,10399654.57,NA,3861746.804,"2100913006.csv",2.692992342,152.8982896,NA,NA,NA,NA,NA
"200ug/mL Etizolam","Cal",17,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913007,"Cal",NA,NA,NA,NA,NA,"210091",NA,14376713.25,NA,3832472.357,"2100913007.csv",3.751289484,195.3313362,NA,NA,NA,NA,NA
"250ug/mL Etizolam","Cal",18,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913008,"Cal",NA,NA,NA,NA,NA,"210091",NA,19665083.81,NA,3688451.976,"2100913008.csv",5.331527682,251.6895349,NA,NA,NA,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913009,"Blank",NA,NA,NA,NA,NA,"210091",NA,48343.27517,NA,4599956.195,"2100913009.csv",0.010509508,13.43987841,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",19,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913010,"Sample",NA,NA,NA,NA,NA,"210091",NA,1497974.702,NA,4128099.422,"2100913010.csv",0.362872729,36.07013413,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",20,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913011,"Sample",NA,NA,NA,NA,NA,"210091",NA,8029622.381,NA,3401039.032,"2100913011.csv",2.360932146,138.560422,NA,NA,NA,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913012,"Blank",NA,NA,NA,NA,NA,"210091",NA,24075.58208,NA,4711246.82,"2100913012.csv",0.005110236,13.07627145,NA,NA,NA,NA,NA
"FL21/0217","Card",21,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913013,"Sample",10,2.5,10,NA,NA,"210091",NA,128651.4296,NA,3926248.3,"2100913013.csv",0.032767013,14.93292557,149.3292557,0.149329256,0.373323139,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913014,"Blank",NA,NA,NA,NA,NA,"210091",NA,29023.69594,NA,4154119.065,"2100913014.csv",0.006986727,13.20270466,NA,NA,NA,NA,NA
"FL21/0182","Blotter",22,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913015,"Sample",10,2.5,6,NA,NA,"210091",NA,908846.9554,NA,3752554.317,"2100913015.csv",0.242194217,28.54858228,285.4858228,0.285485823,0.713714557,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913016,"Blank",NA,NA,NA,NA,NA,"210091",NA,22377.5289,NA,4127288.518,"2100913016.csv",0.005421847,13.09727174,NA,NA,NA,NA,NA
"FL21/0134","Blotter",23,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913017,"Sample",10,2.5,8,NA,NA,"210091",NA,176303.5424,NA,3556220.861,"2100913017.csv",0.049576095,16.05432021,160.5432021,0.160543202,0.401358005,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913018,"Blank",NA,NA,NA,NA,NA,"210091",NA,13040.00631,NA,4003051.265,"2100913018.csv",0.003257517,12.95137361,NA,NA,NA,NA,NA
"FL21/0216","Card",24,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913019,"Sample",10,2.5,10,NA,NA,"210091",NA,149062.7728,NA,3526190.07,"2100913019.csv",0.04227304,15.56775337,155.6775337,0.155677534,0.389193834,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913020,"Blank",NA,NA,NA,NA,NA,"210091",NA,6933.818237,NA,3763522.381,"2100913020.csv",0.001842375,12.85592979,NA,NA,NA,NA,NA
"FL21/0097","Paper",25,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913021,"Sample",10,2.5,10,NA,NA,"210091",NA,5616.687829,NA,3468875.522,"2100913021.csv",0.001619167,12.84087208,128.4087208,0.128408721,0.321021802,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913022,"Blank",NA,NA,NA,NA,NA,"210091",NA,7120.152962,NA,3682896.561,"2100913022.csv",0.001933302,12.86206355,NA,NA,NA,NA,NA
"FL21/0186","Blotter",26,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913023,"Sample",10,2.5,6,NA,NA,"210091",NA,73657.44213,NA,3435981.639,"2100913023.csv",0.021437088,14.17407955,141.7407955,0.141740796,0.354351989,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913024,"Blank",NA,NA,NA,NA,NA,"210091",NA,5478.617361,NA,3729329.175,"2100913024.csv",0.001469062,12.83074544,NA,NA,NA,NA,NA
"FL21/0126","Blotter",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913025,"Sample",10,2.5,8,NA,NA,"210091",NA,1433950.562,NA,3257581.704,"2100913025.csv",0.440188671,40.7765093,407.765093,0.407765093,1.019412733,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913026,"Blank",NA,NA,NA,NA,NA,"210091",NA,8030.265597,NA,4051285.985,"2100913026.csv",0.001982152,12.86535876,NA,NA,NA,NA,NA
"FL21/0214","Card",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913027,"Sample",10,2.5,10,NA,NA,"210091",NA,175174.3752,NA,3393740.06,"2100913027.csv",0.05161691,16.19011313,161.9011313,0.161901131,0.404752828,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913028,"Blank",NA,NA,NA,NA,NA,"210091",NA,6172.140055,NA,3772921.744,"2100913028.csv",0.001635905,12.84200126,NA,NA,NA,NA,NA
"FL21/0170","Card",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913029,"Sample",10,2.5,10,NA,NA,"210091",NA,814110.7638,NA,3492665.656,"2100913029.csv",0.233091525,27.97211052,279.7211052,0.279721105,0.699302763,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913030,"Blank",NA,NA,NA,NA,NA,"210091",NA,2853.042858,NA,4005195.36,"2100913030.csv",0.000712336,12.77968696,NA,NA,NA,NA,NA
"FL21/0127","Paper",30,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100913031,"Sample",10,2.5,10,NA,NA,"210091",NA,408595.3317,NA,3653000.05,"2100913031.csv",0.111851992,20.16398388,201.6398388,0.201639839,0.504099597,NA,NA
"MEOH + BUPIVACAINE BLK","Blank",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100907001,"Blank",NA,NA,NA,NA,NA,"210090",NA,26095.1353,NA,4756105.756,"2100907001.csv",0.00548666,20.34354758,NA,NA,NA,NA,NA
"25ug/mL Etizolam","Cal",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMSsplit10.M","D:\MassHunter\GCMS\1\data\Victoria Marland\September21",2100907002,"Cal",NA,NA,NA,NA,NA,"210090",NA,651407.8643,NA,3551942.534,"2100907002.csv",0.183394821,29.37841912,NA,NA,NA,NA,NA
